##BLOCKS= 30         																					
Plate:	BT-20 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	26.9																				
		0.0452	0.0737	0.0637	0.1334	0.1303	0.1848	0.2537	0.3058	0.3333	0.3437	0.3033									
		0.0455	0.0813	0.0633	0.111	0.1461	0.1888	0.2423	0.299	0.3396	0.3439	0.34									
		0.0455	0.0653	0.0642	0.1146	0.1388	0.1863	0.2589	0.2873	0.335	0.3435	0.3315									
		0.0455	0.2752	0.293	0.3578	0.3213	0.3485	0.327	0.3561	0.349	0.354	0.3456									
		0.0448	0.2545	0.3028	0.3283	0.3406	0.3579	0.3147	0.3581	0.3418	0.3815	0.342									
		0.044	0.2388	0.2572	0.3144	0.3363	0.3134	0.3474	0.3316	0.3228	0.3445	0.3204									
																					
																					
~End																					
Plate:	BT549 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	26.9																				
		0.0456	0.0631	0.0628	0.1076	0.1908	0.2997	0.4961	0.5464	0.6064	0.5686	0.5867									
		0.046	0.0663	0.0669	0.1222	0.2112	0.3264	0.5138	0.5808	0.5651	0.6088	0.5902									
		0.0466	0.069	0.068	0.118	0.1921	0.3354	0.4742	0.6002	0.5695	0.6789	0.6381									
		0.0451	0.4338	0.5847	0.5788	0.6305	0.6147	0.5884	0.5883	0.5867	0.5891	0.6011									
		0.0443	0.5567	0.5532	0.6017	0.6614	0.5878	0.6446	0.6411	0.6133	0.6393	0.6515									
		0.0453	0.4329	0.5017	0.5771	0.6729	0.6802	0.6152	0.6325	0.6054	0.5502	0.5985									
																					
																					
~End																					
Plate:	CAL-51 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	26.9																				
		0.0463	0.0559	0.0609	0.0623	0.2349	1.1192	1.8916	2.0092	2.0082	2.0495	2.0032									
