##BLOCKS= 28         																					
Plate:	AU655 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.8																				
		0.0469	0.0721	0.0788	0.0973	0.2431	0.3197	0.3522	0.3508	0.396	0.3682	0.3738									
		0.0458	0.0708	0.0727	0.0892	0.2287	0.2892	0.3824	0.37	0.355	0.3858	0.387									
		0.0502	0.0814	0.087	0.1194	0.2311	0.2816	0.3196	0.3103	0.3392	0.3594	0.3514									
		0.0447	0.2492	0.2869	0.2849	0.3709	0.3449	0.3427	0.3724	0.3665	0.382	0.3636									
		0.0495	0.2285	0.3125	0.4206	0.3686	0.3195	0.3461	0.3319	0.3483	0.348	0.3236									
		0.0449	0.2565	0.3287	0.3785	0.365	0.3742	0.3596	0.3889	0.3632	0.3302	0.3154									
																					
																					
~End																					
Plate:	MFN223 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.8																				
		0.0448	0.0605	0.0616	0.085	0.116	0.1411	0.1626	0.1617	0.1477	0.1552	0.1468									
		0.045	0.0654	0.0684	0.0858	0.1251	0.1591	0.1618	0.1706	0.167	0.1538	0.1589									
		0.0486	0.0729	0.073	0.0983	0.142	0.1375	0.178	0.1665	0.1809	0.1636	0.1603									
		0.0436	0.1038	0.1497	0.1665	0.205	0.1666	0.1764	0.1856	0.161	0.1575	0.1504									
		0.0431	0.1153	0.1576	0.176	0.201	0.2076	0.1974	0.1941	0.1833	0.1755	0.14									
		0.0442	0.1001	0.1252	0.1474	0.1629	0.1724	0.1539	0.1676	0.1379	0.1464	0.1475									
																					
																					
~End																					
Plate:	HS578T nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.8																				
		0.0469	0.086	0.0894	0.1505	0.4481	0.6693	0.725	0.76	0.7265	0.6262	0.7613									
		0.0466	0.0902	0.105	0.1744	0.5461	0.6525	0.7788	0.7736	0.9451	0.8279	0.8111									
		0.0474	0.1024	0.1014	0.1573	0.5327	0.71	0.7216	0.8093	0.8614	0.7648	0.8011									
		0.0471	0.506	0.6963	0.7779	0.81	0.8106	0.8016	0.8186	0.8808	0.8121	0.7878									
		0.0446	0.4763	0.7246	0.793	0.8529	0.8481	0.8372	0.8532	0.8467	0.9163	0.7649									
		0.0443	0.4358	0.6259	0.7161	0.7555	0.8012	0.748	0.7415	0.7579	0.7629	0.6829									
																					
																					
~End																					
Plate:	MDA157 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.9																				
		0.0461	0.0697	0.0682	0.104	0.1029	0.1211	0.1355	0.1481	0.1539	0.1528	0.1547									
		0.0477	0.0671	0.0766	0.1007	0.1293	0.1501	0.1646	0.1769	0.2151	0.1811	0.1893									
		0.0458	0.0655	0.0713	0.1073	0.1294	0.1607	0.1852	0.1805	0.1834	0.2087	0.17									
		0.0475	0.1044	0.138	0.1608	0.1613	0.1856	0.1891	0.1865	0.1903	0.1869	0.1629									
		0.0459	0.1058	0.1512	0.1822	0.1848	0.1802	0.1894	0.1924	0.1795	0.1792	0.1636									
		0.0458	0.0972	0.1359	0.149	0.1495	0.153	0.1699	0.1666	0.159	0.1713	0.1701									
																					
																					
~End																					
Plate:	JIMT-1 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.9																				
		0.0462	0.0797	0.0739	0.0817	0.0987	0.0852	0.1103	0.1028	0.0889	0.0886	0.0887									
		0.0437	0.0611	0.0718	0.0763	0.0883	0.1042	0.1016	0.0954	0.1074	0.0962	0.091									
		0.0458	0.059	0.0697	0.078	0.0892	0.0863	0.1074	0.1026	0.1232	0.0978	0.1051									
		0.0495	0.0824	0.1125	0.1041	0.1022	0.1104	0.1108	0.1034	0.0908	0.0991	0.1143									
		0.0473	0.0773	0.1053	0.1093	0.1006	0.1164	0.1169	0.1033	0.0967	0.1021	0.0984									
		0.0432	0.0803	0.1068	0.0971	0.0931	0.1102	0.1217	0.0972	0.0933	0.1004	0.0946									
																					
																					
~End																					
Plate:	CAL148 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.9																				
		0.05	0.0689	0.0699	0.0812	0.0809	0.119	0.2001	0.155	0.1955	0.1911	0.1898									
		0.05	0.0624	0.071	0.0897	0.0812	0.1277	0.1889	0.1863	0.2023	0.2044	0.2131									
		0.0464	0.0651	0.0676	0.0735	0.0769	0.1187	0.1686	0.1945	0.2007	0.2205	0.1947									
		0.0453	0.0907	0.1344	0.1966	0.1981	0.2224	0.23	0.2352	0.2634	0.2433	0.1665									
		0.0437	0.0947	0.1324	0.1824	0.1897	0.1769	0.212	0.2449	0.2538	0.2261	0.1981									
		0.0433	0.0977	0.1339	0.1719	0.1595	0.1941	0.1982	0.1954	0.205	0.1884	0.1865									
																					
																					
~End																					
Plate:	LY2 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.9																				
		0.0464	0.0809	0.083	0.114	0.5295	0.7503	1.33	1.3466	1.3607	1.2539	1.3959									
		0.046	0.0867	0.0784	0.1635	0.4354	0.905	1.3997	1.4279	1.2202	1.5029	1.3102									
		0.0486	0.0957	0.0879	0.1329	0.4939	0.7831	1.149	1.3266	1.3522	1.3573	1.3569									
		0.0472	0.6658	1.1855	1.1741	1.2854	1.2329	1.3204	1.3059	1.3277	1.4546	1.501									
		0.0473	0.6119	1.1255	1.1074	1.1572	1.3106	1.1354	1.451	1.371	1.4496	1.3497									
		0.0495	0.8188	1.0923	1.1238	1.2739	1.1011	1.1259	1.2357	1.2614	1.2975	1.6313									
																					
																					
~End																					
Plate:	OCUB-1 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.9																				
		0.0455	0.0674	0.0704	0.1079	0.2478	0.4304	0.6481	0.6274	0.6801	0.5914	0.6073									
		0.0437	0.0605	0.0869	0.125	0.3395	0.5443	0.7448	0.8741	0.722	0.7375	0.6576									
		0.0439	0.0588	0.0812	0.1208	0.3325	0.6054	0.8589	0.9542	0.7934	0.7787	0.6488									
		0.0437	0.1752	0.3991	0.6598	0.6897	0.7668	0.7196	0.7274	0.7313	0.8294	0.6268									
		0.0431	0.1624	0.477	0.6251	0.7178	0.765	0.7589	0.7781	0.8232	0.7836	0.5902									
		0.0427	0.1907	0.3231	0.4842	0.6951	0.6405	0.7391	0.6392	0.6249	0.487	0.5704									
																					
																					
~End																					
Plate:	SW527 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.9																				
		0.0427	0.0641	0.0611	0.0729	0.0903	0.3408	0.9327	1.2234	1.2688	1.2067	1.6995									
		0.0434	0.059	0.062	0.0717	0.1075	0.2905	0.9036	1.3961	1.5819	1.3346	1.3624									
		0.0451	0.0547	0.0658	0.0774	0.1162	0.3579	1.1942	1.0465	1.143	1.4085	1.2915									
		0.0461	0.1433	0.4691	0.9789	1.1007	1.4024	1.4561	1.4149	1.5207	1.4937	1.4215									
		0.0446	0.1601	0.5183	0.8933	1.3524	1.1829	1.568	1.9104	1.5881	1.8126	1.1426									
		0.0419	0.1563	0.4707	0.8912	1.3588	1.5423	1.3658	1.4986	1.4497	1.4724	1.5423									
																					
																					
~End																					
Plate:	BT-474 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.9																				
		0.0432	0.0712	0.079	0.2516	0.4444	0.5791	0.6663	0.7526	0.7417	0.7145	0.7124									
		0.0449	0.0815	0.0863	0.2991	0.4468	0.7972	0.8582	0.9347	0.9567	0.8593	0.8742									
		0.0448	0.0774	0.0845	0.313	0.4958	0.8545	0.6774	0.8159	0.8706	0.8268	0.7783									
		0.0469	0.7301	0.9349	0.9101	0.9046	1.0069	0.9825	1.0062	0.933	0.8603	0.7637									
		0.0467	0.7232	0.8549	0.835	0.9594	0.9933	1.0034	1.0424	0.8851	0.8155	0.7864									
		0.0435	0.499	0.8239	0.8707	0.9487	0.9543	1.0006	0.9908	0.8363	0.8691	0.758									
																					
																					
~End																					
Plate:	SKBR3 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.9																				
		0.0463	0.0596	0.0614	0.076	0.1187	0.1375	0.1697	0.1536	0.1683	0.179	0.1696									
		0.0488	0.0646	0.0711	0.0789	0.1381	0.1687	0.2017	0.1862	0.1882	0.1667	0.1741									
		0.0471	0.0605	0.0745	0.0932	0.1535	0.1798	0.1892	0.1917	0.1801	0.175	0.1678									
		0.0443	0.1429	0.1838	0.1774	0.1948	0.1915	0.1947	0.1812	0.1844	0.1736	0.1733									
		0.0434	0.1347	0.1625	0.1799	0.1784	0.1842	0.1937	0.1746	0.1905	0.1669	0.1719									
		0.0444	0.1287	0.1705	0.1664	0.1703	0.189	0.1729	0.1635	0.1726	0.1564	0.1757									
																					
																					
~End																					
Plate:	HCC38 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	25.9																				
		0.0432	0.0656	0.0655	0.1286	0.2968	0.6606	0.9944	0.966	1.1214	0.9416	0.9103									
		0.0442	0.0681	0.0755	0.1379	0.3617	0.7262	0.8256	1.1606	1.0845	1.1917	1.1191									
		0.0455	0.0692	0.0798	0.1314	0.3267	0.8078	1.1505	1.1702	0.9749	1.1571	1.126									
		0.0456	0.1781	0.5462	0.857	1.0627	1.0115	1.2164	1.2755	1.1549	1.1352	1.264									
		0.0478	0.1519	0.46	0.7773	1.1722	1.0612	1.1318	1.1718	1.1936	0.953	1.0463									
		0.0472	0.1485	0.4367	0.883	0.9296	1.0923	0.9354	1.0351	1.0996	1.0201	1.0397									
																					
																					
~End																					
Plate:	HCC1806 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	26																				
		0.0475	0.0716	0.0592	0.0881	0.1048	0.1836	0.3678	0.5924	0.5728	0.7402	0.6454									
		0.0479	0.0691	0.0736	0.0932	0.1299	0.2311	0.4867	0.5982	0.7285	0.7194	0.8282									
		0.0476	0.0705	0.0771	0.1084	0.131	0.27	0.4193	0.6413	0.7363	0.6872	0.8166									
		0.0444	0.2297	0.3532	0.4645	0.6869	0.6349	0.7789	0.6889	0.9443	0.7208	0.8879									
		0.0466	0.1743	0.2755	0.5362	0.6355	0.6098	0.7	0.873	0.9403	0.8396	0.9339									
		0.0481	0.1662	0.2843	0.4446	0.4447	0.6586	0.6973	0.6739	0.7062	0.6895	0.6735									
																					
																					
~End																					
Plate:	HCC1954 nothing/OLA	1.3	PlateFormat	Endpoint	Absorbance	Raw	FALSE	1						1	570	1	11	96	2	6	None
	Temperature(ÁC)	1	2	3	4	5	6	7	8	9	10	11	12								
	26																				
		0.0465	0.0715	0.0663	0.1372	0.2546	0.4442	0.5115	0.6446	0.6216	0.6263	0.724									
		0.0485	0.059	0.068	0.1561	0.3197	0.4777	0.5844	0.6551	0.6209	0.7096	0.7311									
		0.0469	0.0585	0.0632	0.1759	0.3571	0.5086	0.5207	0.5525	0.5912	0.5741	0.5504									
		0.0428	0.4231	0.5321	0.6171	0.6885	0.6368	0.6067	0.582	0.6523	0.6792	0.6301									
		0.0437	0.4898	0.5577	0.5903	0.6559	0.6767	0.6672	0.6823	0.7311	0.6398	0.7758									
		0.0478	0.4093	0.5828	0.7153	0.6224	0.6255	0.7068	0.6396	0.7498	0.6219	0.636									
																					
																					
~End																					
